City,State,Shape,Duration.in.seconds,Description,Date,Longitude,Latitute,Duration
Burnsville,NC,Changing,147,Star-Like Color Changing Triangle Shape Object,12/12/2009,35.9172222,-82.3011111,147
Cincinnati,OH,Circle,5,Grey Disk Accelerates At Incredible Speed,12/12/2009,39.1619444,-84.4569444,5
Duluth,GA,Sphere,1200,A White Circular Light Pulsing...Just Staying I One Spot,12/12/2009,34.0027778,-84.1447222,1200
Falls Village,CT,Cigar,60,Aliens At My High School,12/12/2009,41.9558333,-73.3636111,60
Falls Village,CT,Triangle,10800,Triangular Ufo With Flashing Lights And Light Beam.,12/12/2009,41.9558333,-73.3636111,10800
St. Louis,MO,Light,8,Brilliant Pink Light Observed Then Emitted Sparks Then Vanished,12/12/2009,38.6272222,-90.1977778,8
Cincinnati,OH,Light,10,One Star-Shaped Object. I Thought It Was Venus Being The Brightest Of The Night Stars. ((Nuforc Note:  Iss??  Pd)),12/12/2009,39.1619444,-84.4569444,10
Fayetteville,GA,Light,10,Huge Blue/Green Orb Over Fayetteville Ga Decended Straight Down,12/12/2009,33.4486111,-84.455,10
Brookings,OR,Formation,300,Very Solid Dark Object In The Sky. I Was Photgraphing Another Object At The Time. I Think It Was Chasing The Dark One.,6/23/2010,42.0527778,-124.2827778,300
Ottumwa,IA,Light,300,Flashing Light,12/12/2009,41.0041667,-92.3736111,300
Roseburg,OR,Rectangle,180,5 Round White Lights Hovering Over I-5.  ((Nuforc Note:  Report From Law Enforcement Officer.  Pd)),8/7/2011,43.2166667,-123.3405556,180
Pearland,TX,Sphere,7200,Round Object In The Sky With Bluegreen And Red Colors Hovering In The Southeastern Sky,11/21/2010,29.5633333,-95.2858333,7200
Southfield,MI,Light,780,Two Ufos In The Sky Initially Then They Separated And One Appeared Out Of Nothing Next To One Of Them.,11/21/2010,42.4733333,-83.2219444,780
Golden Valley,AZ,Unknown,45,Sighting 10/20/2010 Arizona 05:45Am.,11/21/2010,35.2233333,-114.2222222,45
Hazard,KY,Light,5,Bright Ball Of Light Visible For 5 Seconds Slowly Faded Away,11/21/2010,37.2494444,-83.1933333,5
Mesa,AZ,Other,2,Not Observed - Captured Object In Two Of 3 Images - Have Original Image In Dng Format,11/21/2010,33.4222222,-111.8219444,2
Boise,ID,Fireball,300,Fireball Changes Directions A Stops In The Sky.,11/21/2010,43.6136111,-116.2025,300
Spokane,WA,Oval,120,The Four (5)Of Us Watched As Two Glowing Objects Flew Slowly In The Sky From The East.  They Were Flying One Directly Behind The Other,11/21/2010,47.6588889,-117.425,120
Plymouth,PA,Light,20,I Saw 2 Objects In The Sky To The Right Of Jupiter That I Cannot Understand,11/21/2010,41.2402778,-75.945,20
Williamsport,PA,Light,5,2 Craft In Formation,11/21/2010,41.2411111,-77.0013889,5
Hillsborough,NC,Other,60,Orange Ufo Exploded By Something.,1/31/2011,36.0752778,-79.1,60
Wilmington,DE,Disk,30,Circular Solid Semi-Transparent Glowing Off-White Circular Shape Zipped Through The Sky Stopped Suddenly Without Slowing Went Up,11/21/2010,39.7458333,-75.5469444,30
Billings,MT,Light,900,Light Moving Slowly In A Circle Outside Billings,11/21/2010,45.7833333,-108.5,900
Dale,IN,Triangle,600,Ufo Hovering Over I-64 Eastbound Rest Stop Near Dale Indiana,11/21/2010,38.1688889,-86.99,600
Brandon,MS,Triangle,90,Triangle Lights Over Brandon Ms,11/21/2010,32.2730556,-89.9858333,90
Katy,TX,Disk,900,Bright Light And 2 Flying Saucers Over Katy Texas,10/25/2011,29.7855556,-95.8241667,900
Seguin,TX,Other,1,White With Yellow Tint Flash Red Then Gone,10/25/2011,29.5686111,-97.9644444,1
Boston,MA,Light,1200,The Chasing Red Lights Over Boston.,10/25/2011,42.3583333,-71.0602778,1200
Jamaica,NY,Flash,10,Bright Round Circle By The Moon,10/25/2011,40.6913889,-73.8061111,10
Allentown,PA,Rectangle,1200,4 Rectangular Light Blues Shapes Over Allentown Pennsylvania.,2/28/2013,40.6083333,-75.4905556,1200
Dania Beach,FL,Oval,60,Faded White Oval Light Breaking Through The Clouds,10/25/2011,26.0519444,-80.1441667,60
Mays Landing,NJ,Other,20,House Shaking And Pictures Moving Along With Audible Rumbling.  According To The News Usgs Reports No Seismic Activity.,10/25/2011,39.4522222,-74.7280556,20
Mansfield,MA,Flash,1,Driving 95 North Taking Ramp To 495 South In The Evening Saw Bright Green Light Fall To The Ground,12/12/2011,42.0333333,-71.2194444,1
Nacogdoches,TX,Light,120,Ufo Flying Low Across The Sky,10/25/2011,31.6033333,-94.6552778,120
St. Augustine,FL,Circle,300,Three Orbs Going In Different Directions,10/25/2011,29.8944444,-81.3147222,300
Penn Valley,CA,Triangle,9000,Up To Five Triangle Shape Craft With Flashing Lights Seen Flying In A Circular Pattern,1/12/2012,39.1961111,-121.19,9000
Clermont,FL,Light,3600,2 Hovering Stationary Drones With Green/Red Anticollision @2000Ft Lasted Over An Hour,10/25/2011,28.5491667,-81.7730556,3600
Foxboro,MA,Light,7,Saw Bright Green Light Headed Downward For Approximately 7 Seconds And Then It Vanished.,10/25/2011,42.0583333,-71.25,7
Muscatine,IA,Light,180,Five Bright Yellow Lights Leading Huge Craft,10/25/2011,41.4244444,-91.0430556,180
Orange Beach,AL,Circle,240,Set Of Three Lights Floating Over The Gulf Of Mexico,10/25/2011,30.2941667,-87.5736111,240
Sunrise,FL,Disk,3600,Incredible Saucer-Like Craft Ufo Sighting With Video Evidence Over South Florida,12/12/2011,26.1336111,-80.1133333,3600
Cove City,NC,Oval,30,Green Oval Light Spotted Over Us-70,12/12/2011,35.1872222,-77.3211111,30
Trumbull,CT,Fireball,3,Green Fireball Sighted,10/25/2011,41.2427778,-73.2011111,3
Plano,TX,Triangle,30,V Shaped Objects No Lights No Sounds,10/25/2011,33.0197222,-96.6986111,30
Apple Valley,CA,Circle,7200,Circular Craft Turning Around And Moving Up  Down Side To Side W/ Flashing Litghs.  ((Nuforc Note:  Capella?  Pd)),10/30/2012,34.5008333,-117.185,7200
Virginia Beach,VA,,90,Observed A Fast Moving Spherical Object Moving Horizontally Across The Eastern Horizon.,10/30/2012,36.8527778,-75.9783333,90
Hermiston,OR,Cylinder,600,Call Me If You Want In Depth Description And Pics And Video Some In Raw Format Of 4 Separate Sightings.,11/19/2012,45.8405556,-119.2883333,600
Hermiston,OR,Fireball,600,2 Fireballs And A Cylinder Shaped Craft Spotted In Eastern Oregon.,12/20/2012,45.8405556,-119.2883333,600
Princeton,MN,Circle,1860,White Quick Moving Light In Eastern Mn Sky Before Sunrise.,10/30/2012,45.57,-93.5813889,1860
Brecksville (Near),OH,Light,120,As I Was Heading North On Interstate 71 My Daughter Noticed A Amber Colored Light In The Sky... At First It Was Heading Straight In Our,10/30/2012,41.3197222,-81.6269444,120
New York City (Brooklyn),NY,Sphere,10,Reflective Silver/Orange Sphere Over Brooklyn,10/30/2012,40.7141667,-74.0063889,10
Hampton,NH,Fireball,180,20 Plus Orange Orbs Seen In Hampton Sky,10/30/2012,42.9375,-70.8394444,180
Jackson,WI,Light,300,Strange Bright Yellow Lights Moving Across The Sky.,10/30/2012,43.3238889,-88.1666667,300
Severn,MD,Circle,300,12 Red Lights Flying,10/30/2012,39.1369444,-76.6986111,300
Delhi,NY,Light,600,I Witinessed Orange Objects Flying In Unusual Patterns Coming From The Horizon As Well A Silent And Gliding Black Craft.,10/30/2012,42.2780556,-74.9163889,600
El Paso,TX,Fireball,120,Fiery Balls Falling From The Sky Over El Paso.,10/30/2012,31.7586111,-106.4863889,120
Bunn,NC,Fireball,300,2 Fireballs Traveling Across The Sky,10/30/2012,35.9608333,-78.2538889,300
Eau Claire,WI,Fireball,300,Three Groups  Each Between 5 And 10 Objects Moved Across The Sky And Disappeared Low In Sky-Another Group Appearing Shortly After.,10/30/2012,44.8113889,-91.4983333,300
Kingsport,TN,Light,300,3 Red Lights In A Triangular Pattern Rising In Altitude Together Followed By 2 More.,10/30/2012,36.5483333,-82.5619444,300
Sierra Vista,AZ,Triangle,10,Triangle-Shaped Illuminated Object Flies Fast And Silent From North To South Across Sky,10/30/2012,31.5544444,-110.3030556,10
Gilbert,AZ,Light,600,6-8 Orange Lights In Formation Over Gilbert,10/30/2012,33.3527778,-111.7883333,600
Jackson,WI,Fireball,600,Two Unidentified Objects Observed Over Washington County (Wisconsin),10/30/2012,43.3238889,-88.1666667,600
Gilbert,AZ,Light,240,12 Red Lights Over Gateway Airport.  1 Light Merged With Anouther Light  And Became 1 Light.,10/30/2012,33.3527778,-111.7883333,240
Bethany Beach,DE,Sphere,900,Four Hovering Orange/Red Fireballs Sighted Above Bethany Beach De Around 10:15Pm On Saturday October 20 2012.,11/19/2012,38.5394444,-75.0555556,900
South Jordan,UT,Circle,120,Unexplaned Huge Red/Orange Ball Over Sandy Ut Traveling Horizontally And Suddenly Dropping Out Of Sight.,10/30/2012,40.5622222,-111.9288889,120
Cumberland,MD,Light,1800,Hovering Flashing Object With Sudden Movement,10/30/2012,39.6527778,-78.7627778,1800
Glendale,AZ,Light,300,12 - 20 Lights Flying In Formation In Phoenix Sky Videos Linked In Full Description,10/30/2012,33.5386111,-112.1852778,300
Scottsdale,AZ,Unknown,600,13 Orange Lighted Craft In Line Formation Moving To The North In Northwest Scottsdale Az,10/30/2012,33.5091667,-111.8983333,600
Lexington,SC,Light,300,Silent Orange Balls Of Light In A Straight Line Formation Moving Slowly For 5 Minutes Then Dissapeared,10/30/2012,33.9813889,-81.2363889,300
Anchorage,AK,Light,1200,3 Bright Lights (Same Hew As The Stars) Darting Around The Area Of The Big Dipper 2 Seemed To Be Attacking The 1,10/30/2012,61.2180556,-149.9002778,1200
Snohomish,WA,Unknown,300,Bright Orange Thing With Beams Coming Out Of It Changing Colors Flying Across The Sky,10/30/2012,47.9130556,-122.0969444,300
Toledo,OH,Light,600,Objects In Sky Move At Incredible Speed,2/7/2014,41.6638889,-83.5552778,600
Salem,NH,Cigar,10,Metallic Object Reflecting The Sun Then Vanishes.,10/23/2013,42.7883333,-71.2013889,10
Manitou Springs,CO,Circle,60,3Ft Round Silver Ball Hovering Down Street And Moving In Seemingly Precise Path.,10/23/2013,38.8597222,-104.9166667,60
Naples,FL,Unknown,2700,Object Moving Different Directions Flashing A Powerful Bright Light Then Joined By Another Identical Object,10/23/2013,26.1416667,-81.795,2700
Levittown,PA,Light,720,Burnt Orange Objects In Clear Sky No Navigation Lights Appeared Out Of Nowhere Travel Across Sky Then Disappeared.  Levittown Pa.,10/23/2013,40.155,-74.8291667,720
Spokane,WA,Flash,30,Two Small Intense Blinking Lights Circled Above Spokane Valley Wa.  ((Nuforc Note:  Advertising Lights??  Pd)),10/23/2013,47.6588889,-117.425,30
Germantown,NY,Light,900,Very Large Bright Stationary Light Seen Over Hudson River Near Saugerties/Kingston Ny Smaller Lights Flying Toward It After A Time.,10/23/2013,42.1344444,-73.8922222,900
Philadelphia,PA,Sphere,3600,Blue White Illuminated Sphere With Smaller Spheres Orbiting Object,2/21/2014,39.9522222,-75.1641667,3600
Woonsocket,RI,Triangle,300,A Flashing Triangular Object Hovering In Sky With White Beaming Lights And Body Changing Color.,10/23/2013,42.0027778,-71.5152778,300
Levittown,PA,Light,480,As I Was Parking In The Supermarket Parking Lot I Noticed A Orange Light That Appeared Out Of Nowhere In The Sky Above The Store.,10/23/2013,40.155,-74.8291667,480
Manassas,VA,Triangle,3600,Huge Up Close Triangular Craft.,10/23/2013,38.7508333,-77.4755556,3600
Stockton,CA,Light,960,10/20/13 Ufo Sighting In Stockton. .?,10/23/2013,37.9577778,-121.2897222,960
Santa Fe,NM,Disk,300,My Sighting In Santa Fenew Mexico,10/30/2006,35.6869444,-105.9372222,300
Federalsburg,MD,Disk,300,Saucer Spotted In Federalsburg Md,6/10/2010,38.6941667,-75.7725,300
Baltimore,MD,Disk,900,Oct 1973 Baltimore Md  Discw/Dome/Portholewindows/Interiorlight.  Noiseless Hovering Close By Huge,8/28/2002,39.2902778,-76.6125,900
Baltimore,MD,Disk,480,Jupiter Two-Like Spacecraft Flew Noiselessly Slowly Just Over The Field In Our Backyard.,4/27/2007,39.2902778,-76.6125,480
Indian Rocks Beach,FL,Light,10,Shooting Star Stops Reverced Direction Loops Back And Then Shoots Off Into Night.,10/31/2008,27.875,-82.8513889,10
St. George (Ut) To Las Vegas (Nv),UT,Light,1800,A Bright Red Light In The Southwestern Sky Approx. 45 Degrees Above The Horizon.,2/16/1999,37.1041667,-113.5833333,1800
Orem,UT,Triangle,120,While Noticing The Stars Over My Head Disappear In The Shape Of A Triangle Three Lights Became Visable And A Center Docking Entranceas,10/10/2011,40.2969444,-111.6938889,120
Franklinton,NC,Circle,10,I Saw A Four Foot Wide Moving Circular Patch Of Road Which Was Devoid Of Rain In A Driving Storm.,2/16/2000,36.1016667,-78.4583333,10
Rochester,NY,Disk,600,Ufo Followed Me,12/3/2004,43.1547222,-77.6158333,600
Utica,NY,Disk,2100,My Private Plane Was Followed By A Ufo For Over 50 Miles.,8/5/2001,43.1008333,-75.2330556,2100
Norristown,PA,Circle,1200,I Viewed Three Ufos In The Sky Moving At High Speeds And Amazing Shapes In The Sky Not Possible By Human Planes.,12/19/2003,40.1213889,-75.3402778,1200
Bluff,UT,Light,60,Following A Green Fireball A Red Light Appeared On Comb Ridge.,2/18/2001,37.2844444,-109.5511111,60
Campbell,CA,Other,600,American Stealth And Flying Sub Dissapear Into A Portal Above A House In Campbell Ca 95008,1/11/2002,37.2872222,-121.9488889,600
Columbia,TN,Formation,6,U-Shaped Formation Of Orange Gold Lights Travelling South At High Speed.,11/1/1998,35.615,-87.0352778,6
Lakeville (South Of Twin Cities About 15 Miles),MN,Light,73800,Light With Green Flashing Light On Bottom East Of Me About 10 Oclock Position Over Next County Noticed While Trying To View Northern,11/2/1999,44.6497222,-93.2425,73800
Kansas City,MO,Cylinder,1200,I And Four Other People Watched A Very Large Cylinder Slowly Move Across The Noon Sky And Enter A Long Narrow Cloud Through One End N,11/9/1999,39.0997222,-94.5783333,1200
Tehachapi,CA,Chevron,900,Observed A White Object Against A Blue Sky Which Did Not Move Or Behave Like An Airplane,11/2/1999,35.1322222,-118.4480556,900
Lancaster,PA,Light,900,I Saw A Bright Light Following Me In The Sky As I Walked My Dog.,11/2/1999,40.0377778,-76.3058333,900
Auburn,WA,Light,2,I Was Sitting In The Family Room Of My Home With Windows Facing North Toward Backyard When My Attention Was Suddenly Drawn To A Very Br,11/2/1999,47.3075,-122.2272222,2
Tigard (12 Mi So Of Portland Exit 290 I 5),OR,Light,7200,Object Moved North To South Approx 40 Deg.in 15 Sec. And Stopped.  Remained In That Position Till 0130Am 11/22/99. At That Time I Went,11/2/1999,45.4313889,-122.7702778,7200
Alma,WI,Oval,15,White/Silver Oval High Altitude High Rate Of Speed,12/2/2000,44.32,-91.9147222,15
West Manchester,OH,Cylinder,5,While Watching Jets Passing Overhead Leaving Trails In Every Direction In The Sky We Observed An Object Completely Disappear From The,12/2/2000,38.6880556,-83.6094444,5
Rocky Hill,CT,Chevron,600,5 Objects Sited In Eastern Sky,12/2/2000,41.6647222,-72.6397222,600
Saginaw,MI,Cone,7,Bright White Cone-Shaped Object Seen Over Saginaw Michigan,12/2/2000,43.4194444,-83.9508333,7
Fayetteville,AR,Cross,2,Silent Dark Object In The Shape Of A Cross Seen In Fayetteville Ar Moving South.,9/17/2003,36.0625,-94.1572222,2
Modesto,CA,Formation,45,These Aircraft Were Not Running Any Faa Required Flight Gear,12/2/2000,37.6391667,-120.9958333,45
Murfreesboro,TN,Oval,1800,An Oval Shaped Object With Brillant Multi Colored Lights In The North Sky Not Moving.was Very Hard To Distinguish With My Eyes But It W,11/20/2001,35.8455556,-86.3902778,1800
Durham,NC,Fireball,120,Aprox. 8:40 Est White Flame Shape Heading Fast For Ground  Turned 90 Degree Then Looked Like Short White Line,11/20/2001,35.9938889,-78.8988889,120
Mound,MN,Other,60,Large Boeing 747 Followed By Two Smaller Craft.,11/20/2001,44.9366667,-93.6658333,60
Pittsburgh,PA,Diamond,60,Ufo At A Steelers Game.,9/1/2004,40.4405556,-79.9961111,60
Downey,CA,Oval,360,Bigger Than Anny Ballon,11/20/2001,33.94,-118.1316667,360
Avon,NY,Fireball,2,Neon Green Glow,9/6/2002,42.9119444,-77.7458333,2
Centerburg,OH,Light,180,Me And My Friend Saw A Pulsating Red Light That Deployed A Smaller Red Light That Fell Towards The Ground.,3/11/2006,40.3044444,-82.6963889,180
Burbank,CA,Oval,1200,Sudden Appearance Of A Circling Group Of 7 Or 8 Red-Orange Orbs,7/4/2012,34.1808333,-118.3080556,1200
Aurora,CO,Flash,5,As I Was Walking Facing West I Began To Notice A Star Like Flash. It Happened Very Suddenlythen I Was Walking To My Door To The House,10/28/2002,39.7294444,-104.8313889,5
Albany,NY,Other,8,I Saw The Object Reported By Fox-23 From My Place Of Employment,11/4/2002,42.6525,-73.7566667,8
Malone,NY,Light,900,An Erratic Light Being Chased By A Jet Then Two Floating Objects Quite Some Distance Away,10/28/2002,44.8486111,-74.2952778,900
Vacaville,CA,Rectangle,120,2:25 Am While Satelite Watching Noticed An Object Moving Sw To Newith Binacssaw 3 Objects Or Triangle Formation Now Going W-East,10/31/2003,38.3566667,-121.9866667,120
Austin,TX,Oval,300,An Oval Saucer-Shaped Object Moving Slowly With Brilliante Colors Of Light Flashing.,10/31/2003,30.2669444,-97.7427778,300
Bellflower,CA,Fireball,600,Burning Orb Floating Overhead,3/2/2004,33.8816667,-118.1161111,600
Waterford,NY,Triangle,30,A Very Large Slow Moving Triangle With Bright Strobes And No Sound,10/31/2003,42.7925,-73.6816667,30
Fresno,CA,Other,30,Three Red Lights Observed Hovering Over Fresno California,1/17/2004,36.7477778,-119.7713889,30
Grand Blanc,MI,Triangle,180,I Was Driving South On Saginaw St. In Grand Blanc At About 8:30Pm And I Noticed A Triangular Thing Hoovering Just Above The Trees Above,10/31/2003,42.9275,-83.63,180
Scandia,MN,Light,900,Bright Pulsating Multi-Colored Light Turning Into Disk Shape With Circle Of Red Lights.,10/31/2003,45.2536111,-92.8055556,900
Olathe,KS,Light,300,5-10 Small Objects That Look Liek Little Stars Shooting Around The Sky Follow By To Large Possible Planes.,10/31/2003,38.8813889,-94.8188889,300
Racine,WI,Sphere,1800,Circular Craft Over Lake Michigan,10/31/2003,42.7261111,-87.7827778,1800
Chillicothe,OH,Fireball,3,Bright Green Light Streaks Twice In Ohio Sky Between Waverly And Chillicothe On Clear Night.,10/31/2003,39.3330556,-82.9825,3
Bellmore,NY,Oval,3,White Light And Becon Spotted Over Bellmore New York,12/14/2006,40.6686111,-73.5275,3
Rancho Santa Fe,CA,Light,3,Short-Lived White Shooting Star,11/8/2003,33.0202778,-117.2019444,3
Cocoa,FL,Fireball,4,A Green Ball Of Light In The North West Sky Moving In An Arc Shape As If It Was Falling Then It Dissapeared.,1/17/2004,28.3858333,-80.7422222,4
Portland,OR,Light,120,Two Stationary Bright Spots Fading Simultaniously For No Apparent Reason Becoming Very Diim Spots Of Light.,10/27/2004,45.5236111,-122.675,120
Portland,OR,Light,60,Two Objects Both Red One Appeared To Slowly Fade The Other Moved Out Of View Behind Trees In A Quick Stop/Start Motion.,10/27/2004,45.5236111,-122.675,60
Honolulu,HI,Other,120,Saw Bright Flame Across Sky Twice Followed By Tiny Red Lights One Moving In A Sprial Pattern And Others Stationary In The Sky.,11/2/2004,21.3069444,-157.8583333,120
San Antonio,TX,Triangle,30,I Had Step Outside For Last Smoke Of The Day Kind Of Raining Humiday Day. I Was Just About To Light Up When I Heard A Low Humming Noise,10/27/2004,29.4238889,-98.4933333,30
Kansas City,KS,Rectangle,60,((Nuforc Note:  May Not Be An Authentic Report.  Pd))  Scary Stuff.,11/3/2005,39.1141667,-94.6272222,60
Equinunk,PA,Other,600,6 Streaks Of Light  In The Southwest Sky At Sunset Travelling Left To Right.,11/3/2005,41.8558333,-75.2241667,600
Heflin,AL,Sphere,1800,Huge Ball Of Light Seen On The Ground In Talladega National Forest / Sweetwater Lake,12/16/2005,33.6488889,-85.5875,1800
Canyonville,OR,,4,1 Large Lime Green Meteor Like Object No Meteor Tail. Fell At An Angle From Northwest To Southeast. Much Larger Than Other Meteors I Ha,11/3/2005,42.9275,-123.28,4
North Kingstown,RI,Circle,4,Flew 50 Feet In Air One After Another Came Back Towards Us And Then Went Back Into The Opposite Direction.,2/1/2007,41.55,-71.4666667,4
Anahola,HI,Disk,10800,8 Year Old Daughter And Friend Experience Sighting And Interaction With Ufo In Hawaii.,10/30/2006,22.1452778,-159.3155556,10800
Seattle,WA,Triangle,30,Gigantic Triangle Flys Over Seatac And Makes Hard Left Turn.,10/30/2006,47.6063889,-122.3308333,30
Hamilton,MT,Diamond,4,Small Cloud Becomes Trapezoid Shape And Disappears,10/30/2006,46.2469444,-114.1594444,4
Reno,NV,Unknown,6,Reno Nv  Green Spherical Luminous Object Over Reno,10/30/2006,39.5297222,-119.8127778,6
Brookings,OR,Unknown,120,I Saw A Steady White Light Traveling West To East Over Brookings Or. It Was Bright And Traveling Fast.,10/30/2006,42.0527778,-124.2827778,120
Aloha,OR,Light,60,Bright Light Over Aloha Or Travelling Fast,10/30/2006,45.4944444,-122.8658333,60
Tucson,AZ,Unknown,240,Large Object With Multi Color Running Light Observed Flying Above Tucson Arizona,10/30/2006,32.2216667,-110.9258333,240
Spring Lake Park,MN,Chevron,7,Something That Looked To Be A Flock Of Birds In Formation Of A Chevron Moving Way Too Fast To Be Birds.,11/28/2007,45.1077778,-93.2377778,7
Maysville,KY,Light,2631600,Strange Lights Over Maysville Ky,11/28/2007,38.6411111,-83.7444444,2631600
Mooresville,NC,Unknown,8,4 Bright Lights Traveling At A Very High Rate Of Speed.,11/28/2007,35.5847222,-80.8102778,8
Rochester Hills,MI,Light,10800,Bright  Star Like Object Right Outside My Door Picks Up Other Objects.  ((Nuforc Note:  Sighting Of Venus We Suspect.  Pd)),11/28/2007,42.6583333,-83.15,10800
Holden,LA,Diamond,1800,Diamond Shape With Multiple Colored Lights Spinning Around It With No Sound Strobe Light Reflections From The Ground.,11/28/2007,30.5041667,-90.6691667,1800
Eau Claire,WI,Formation,10,Arrow Shape Flying Fast,11/28/2007,44.8113889,-91.4983333,10
Elk Grove,CA,Sphere,480,Chrome Sphere(S) Over Farmland Outside Sacramento California Spotted From Twin Prop Passenger Aircraft,5/12/2010,38.4088889,-121.3705556,480
Dawsonville,GA,Other,900,Metallic Balloon Shaped Object Hovering In A Beautiful Blue Sky.,11/28/2007,34.4211111,-84.1191667,900
South Amboy,NJ,Sphere,360,Four Brilliant Spheres Fly Overhead In Daylight Sky,11/28/2007,40.4777778,-74.2911111,360
Kingsport,TN,Circle,240,A Bright Silver Circle Shaped Object That Made A U-Turn In The Shape Of A J Went Out Of Sight To The South Of My Home,11/28/2007,36.5483333,-82.5619444,240
Castile,NY,Teardrop,300,Sighting Of Aerial Object @ Letchworth State Park Ny,8/5/2009,42.6288889,-78.0547222,300
Bucksport,ME,Sphere,20,Moving Sphere In The Sky,11/28/2007,44.5736111,-68.7961111,20
Chicago,IL,Light,10,On October 21 2007 I Observed 2 Ufos In Chicagos Northern Suburbs At 8P.m..,11/28/2007,41.85,-87.65,10
Hagerstown (Near),MD,Flash,5,Large White Flash Of Light Speeding Across Sky And Disappeared Within 3-5 Seconds,11/28/2007,39.6416667,-77.7202778,5
Morganton,GA,Oval,3600,Hovering Object With Counterclockwise Rotating And Changing Lights,11/28/2007,34.875,-84.2555556,3600
Myrtle Creek,OR,Light,30,Bright Light Hovering In The Fog.,10/31/2008,43.0202778,-123.2919444,30
Brookings,OR,Sphere,900,Multi-Colored Ligth,10/31/2008,42.0527778,-124.2827778,900
Fayetteville,NC,Disk,6,Anomalous Aircraft Seen Over Fayetteville N.c. Citizen.,10/31/2008,35.0525,-78.8786111,6
Mt. Airy,MD,Light,2,Faint Light Move In A Zig Zag In The Sky And At The End It Flashed Really Bright And Disappeared Left A Trail In The Sky Very Clear Out,10/31/2008,39.3761111,-77.155,2
Fairfield,TX,Formation,1500,Fairfield Freestone County Texas 3 Cylinder Long Gun Barrel Shiny Objects At Dusk On Western Horizon There For Over 20 Minutes,1/10/2009,31.7244444,-96.165,1500
Arbuckle,CA,Light,5,Light Like Venus Desapear In 5 Seconds,1/10/2009,39.0175,-122.0566667,5
Abilene,TX,Changing,180,Lights Over Abilenetx,10/31/2008,32.4486111,-99.7327778,180
Redondo Beach,CA,Formation,5,Three White Crafts In Formation- Very Fast- 12-20K Feet - West > East Redondo Beach Approx. 9:45Pm- No Sound Or Lights,10/31/2008,33.8491667,-118.3875,5
Starke,FL,Sphere,45,Very Bright Sphere Above Tree Lines,10/31/2008,29.9438889,-82.11,45
Tucson,AZ,Light,900,Fake Stars And Fake Airplanes In Arizona,12/12/2009,32.2216667,-110.9258333,900
Cookeville,TN,Changing,900,Sited At Least 3 Or More Objects With Flashing Lights In The Sky.,12/12/2009,36.1627778,-85.5016667,900
Englewood,FL,Cigar,60,It Was Very Shiney And Very Fast On A Very Clear Sky,2/14/2010,26.9616667,-82.3527778,60
Canyon Country,CA,Light,1800,Hoover Brite Star That Started Moving Very Fast And Then Slow Changing To Redgreenblue In Color,12/12/2009,34.4233333,-118.4711111,1800
Henderson,NV,Unknown,10,Bright White Light In S.w. Sky Over Henderson Nv. Oval In Shape,12/12/2009,36.0397222,-114.9811111,10
Thomson,GA,Disk,10,I Was Amazed,11/21/2010,33.4705556,-82.5047222,10
Cape Coral,FL,Light,120,Went Outside To Check Out Metor Shower That Was Supposed To Be Tonight 10/21/10. When I Looked Up At The Moon I Saw A Real Bright Star,11/21/2010,26.5625,-81.9497222,120
Hardy,VA,Light,2700,Bright Light At Smith Mountain Lake Virginia,11/21/2010,37.2316667,-79.8108333,2700
Fort Myers,FL,Light,30,Two Bright Lights Which Faded Slowly To Disappear,11/21/2010,26.6402778,-81.8725,30
Boston,MA,Light,60,The Light Just Vanished And Come Back Then Vanished Again.,10/25/2011,42.3583333,-71.0602778,60
Otis,OR,Light,1800,Satellites That Sped Away And A Vanishing Constellation,5/29/2011,45.0244444,-123.9452778,1800
Charleston,SC,Triangle,60,Hwy 61 Triangular Shape Craft W/ Multi Colored Lights On One Side And Red Lights At Points.,11/21/2010,32.7763889,-79.9311111,60
San Jose,CA,Disk,180,Uao Over 680 Southbound Freeway,11/21/2010,37.3394444,-121.8938889,180
Northridge,CA,Triangle,10,V Shape Dim Orange Lights Moving Fast And Silent Then Faded Into Night Sky,10/25/2011,34.2283333,-118.5358333,10
Seattle,WA,Unknown,120,Stationary Object Very Brightlights Swooped To The Nw Into A Fog Bank.,10/25/2011,47.6063889,-122.3308333,120
Alsip,IL,Circle,900,They Were Round In Shap Moving Very Fast Up And Down Lights Were Flashing Fast I Seen At Least Four They Were Poping In And Out For Abo,10/25/2011,41.6688889,-87.7386111,900
Granton,WI,Light,180,Two Different Lights Pass Over Granton Wi Meeting And Passing Very Close With Jet Following?,10/25/2011,44.5888889,-90.4611111,180
Burnsville,NC,Light,900,Changin Lights In The Sky,10/25/2011,35.9172222,-82.3011111,900
Burnsville,NC,Light,900,Update Burnsville Nc Siting,10/25/2011,35.9172222,-82.3011111,900
Louisville,KY,Changing,7,Redish Orange Shift Changing Object In The Sky That Shot Up To The Stars And Vanished,10/25/2011,38.2541667,-85.7594444,7
Ardmore,OK,Oval,480,Two Machines One Silver And One Red/Oranges Oval Ufo There No Clouds Like The Sky Opened And They Went In.,10/25/2011,34.1741667,-97.1433333,480
Emeryville,CA,Formation,60,In The Sunset Sky.,10/25/2011,37.8313889,-122.2841667,60
